,raceId,year,round,circuitId,driverId,grid,positionOrder,fastestLapTime,points_y,wins,RaceWinner
10931,1112,2023,14,14,857,7,12,1:25.072,36.0,0,0
10932,1112,2023,14,14,857,7,12,1:25.072,36.0,0,0
10933,1113,2023,15,15,857,17,7,1:38.492,42.0,0,0
10934,1114,2023,16,22,857,2,3,1:36.328,57.0,0,0
10935,1114,2023,16,22,857,2,3,1:36.328,57.0,0,0
10936,1115,2023,17,78,857,6,2,1:24.921,83.0,0,0
10937,1115,2023,17,78,857,6,2,1:24.921,83.0,0,0
10938,1115,2023,17,78,857,6,2,1:24.921,83.0,0,0
10939,1117,2023,19,32,857,7,8,1:22.760,87.0,0,0
10940,1117,2023,19,32,857,7,8,1:22.760,87.0,0,0
10941,1118,2023,20,18,857,10,14,1:14.310,87.0,0,0
10942,1118,2023,20,18,857,10,14,1:14.310,87.0,0,0
10943,1118,2023,20,18,857,10,14,1:14.310,87.0,0,0
10944,1118,2023,20,18,857,10,14,1:14.310,87.0,0,0
10945,1119,2023,21,80,857,18,10,1:35.490,89.0,0,0
10946,1119,2023,21,80,857,18,10,1:35.490,89.0,0,0
10947,1120,2023,22,24,857,3,6,1:28.138,97.0,0,0
10948,1120,2023,22,24,857,3,6,1:28.138,97.0,0,0
10971,1111,2023,13,39,859,19,13,1:14.820,0.0,0,0
10972,1111,2023,13,39,859,19,13,1:14.820,0.0,0,0
10973,1111,2023,13,39,859,19,13,1:14.820,0.0,0,0
10974,1111,2023,13,39,859,19,13,1:14.820,0.0,0,0
10975,1111,2023,13,39,859,19,13,1:14.820,0.0,0,0
10976,1111,2023,13,39,859,19,13,1:14.820,0.0,0,0
10977,1111,2023,13,39,859,19,13,1:14.820,0.0,0,0
10978,1112,2023,14,14,859,12,11,1:25.842,0.0,0,0
10979,1112,2023,14,14,859,12,11,1:25.842,0.0,0,0
10980,1113,2023,15,15,859,10,9,1:39.028,2.0,0,0
10981,1114,2023,16,22,859,11,11,1:38.267,2.0,0,0
10982,1114,2023,16,22,859,11,11,1:38.267,2.0,0,0
10983,1115,2023,17,78,859,17,17,1:27.113,2.0,0,0
10984,1115,2023,17,78,859,17,17,1:27.113,2.0,0,0
10985,1115,2023,17,78,859,17,17,1:27.113,2.0,0,0
