,raceId,year,round,circuitRef,circuit_type,circuit_type_num,driverId,grid,rank,position,positionOrder,time,new_time_seconds,stop,laps,constructorId,cumulative_time_seconds,Race_Circuit,Street_Circuit,Road_Circuit
2857,1106,2023,8,villeneuve,race circuit,3,830,1,3,1,1,1:33:58.348,5638.348,2,70,9,11276.696,1,0,0
2555,1106,2023,8,villeneuve,race circuit,3,4,2,4,2,2,+9.570,9.57,1,70,117,11286.266,1,0,0
2556,1106,2023,8,villeneuve,race circuit,3,4,2,4,2,2,+9.570,9.57,2,70,117,11295.836,1,0,0
2625,1106,2023,8,villeneuve,race circuit,3,1,3,2,3,3,+4.598,4.598,1,70,131,11300.434,1,0,0
2626,1106,2023,8,villeneuve,race circuit,3,1,3,2,3,3,+4.598,4.598,2,70,131,11305.032,1,0,0
2897,1106,2023,8,villeneuve,race circuit,3,844,10,5,4,4,+18.648,18.648,1,70,6,11323.68,1,0,0
2843,1106,2023,8,villeneuve,race circuit,3,832,11,6,5,5,+21.540,21.54,1,70,6,11345.22,1,0,0
2694,1106,2023,8,villeneuve,race circuit,3,815,12,1,6,6,+51.028,51.028,1,70,9,11396.248,1,0,0
2695,1106,2023,8,villeneuve,race circuit,3,815,12,1,6,6,+51.028,51.028,2,70,9,11447.276,1,0,0
2907,1106,2023,8,villeneuve,race circuit,3,848,9,16,7,7,+1:00.813,60.813,1,70,3,11508.089,1,0,0
2875,1106,2023,8,villeneuve,race circuit,3,839,6,15,8,8,+1:01.692,61.692,1,70,214,11569.780999999999,1,0,0
2876,1106,2023,8,villeneuve,race circuit,3,839,6,15,8,8,+1:01.692,61.692,2,70,214,11631.473,1,0,0
2881,1106,2023,8,villeneuve,race circuit,3,840,16,10,9,9,+1:04.402,64.402,1,70,117,11695.875,1,0,0
2882,1106,2023,8,villeneuve,race circuit,3,840,16,10,9,9,+1:04.402,64.402,2,70,117,11760.277,1,0,0
2801,1106,2023,8,villeneuve,race circuit,3,822,14,12,10,10,+1:04.432,64.432,1,70,51,11824.709,1,0,0
2939,1106,2023,8,villeneuve,race circuit,3,857,8,11,11,11,+1:05.101,65.101,1,70,1,11889.81,1,0,0
2940,1106,2023,8,villeneuve,race circuit,3,857,8,11,11,11,+1:05.101,65.101,2,70,1,11954.911,1,0,0
2890,1106,2023,8,villeneuve,race circuit,3,842,15,9,12,12,+1:05.249,65.249,1,70,214,12020.16,1,0,0
2891,1106,2023,8,villeneuve,race circuit,3,842,15,9,12,12,+1:05.249,65.249,2,70,214,12085.409,1,0,0
2912,1106,2023,8,villeneuve,race circuit,3,846,7,8,13,13,+1:08.363,68.363,1,70,1,12153.771999999999,1,0,0
2913,1106,2023,8,villeneuve,race circuit,3,846,7,8,13,13,+1:08.363,68.363,2,70,1,12222.135,1,0,0
2927,1106,2023,8,villeneuve,race circuit,3,852,19,14,14,14,+1:13.423,73.423,1,70,213,12295.557999999999,1,0,0
2928,1106,2023,8,villeneuve,race circuit,3,852,19,14,14,14,+1:13.423,73.423,2,70,213,12368.981,1,0,0
9232,1107,2023,9,red_bull_ring,race circuit,3,830,1,1,1,1,1:25:33.607,5133.607,1,71,9,5133.607,1,0,0
9233,1107,2023,9,red_bull_ring,race circuit,3,830,1,1,1,1,1:25:33.607,5133.607,2,71,9,10267.214,1,0,0
9234,1107,2023,9,red_bull_ring,race circuit,3,830,1,1,1,1,1:25:33.607,5133.607,3,71,9,15400.821,1,0,0
9235,1107,2023,9,red_bull_ring,race circuit,3,830,1,1,1,1,1:25:33.607,5133.607,4,71,9,20534.428,1,0,0
9321,1107,2023,9,red_bull_ring,race circuit,3,844,2,5,2,2,+5.155,5.155,1,71,6,20539.583,1,0,0
9322,1107,2023,9,red_bull_ring,race circuit,3,844,2,5,2,2,+5.155,5.155,2,71,6,20544.738,1,0,0
9323,1107,2023,9,red_bull_ring,race circuit,3,844,2,5,2,2,+5.155,5.155,3,71,6,20549.893,1,0,0
9056,1107,2023,9,red_bull_ring,race circuit,3,815,15,2,3,3,+17.188,17.188,1,71,9,20567.081,1,0,0
9057,1107,2023,9,red_bull_ring,race circuit,3,815,15,2,3,3,+17.188,17.188,2,71,9,20584.269,1,0,0
9058,1107,2023,9,red_bull_ring,race circuit,3,815,15,2,3,3,+17.188,17.188,3,71,9,20601.457,1,0,0
9352,1107,2023,9,red_bull_ring,race circuit,3,846,4,4,4,4,+26.327,26.327,1,71,1,20627.784,1,0,0
9353,1107,2023,9,red_bull_ring,race circuit,3,846,4,4,4,4,+26.327,26.327,2,71,1,20654.111,1,0,0
9354,1107,2023,9,red_bull_ring,race circuit,3,846,4,4,4,4,+26.327,26.327,3,71,1,20680.438,1,0,0
8967,1107,2023,9,red_bull_ring,race circuit,3,4,7,8,5,5,+30.317,30.317,1,71,117,20710.755,1,0,0
8968,1107,2023,9,red_bull_ring,race circuit,3,4,7,8,5,5,+30.317,30.317,2,71,117,20741.072,1,0,0
8969,1107,2023,9,red_bull_ring,race circuit,3,4,7,8,5,5,+30.317,30.317,3,71,117,20771.389,1,0,0
9209,1107,2023,9,red_bull_ring,race circuit,3,832,3,6,6,6,+31.377,31.377,1,71,6,20802.766,1,0,0
9210,1107,2023,9,red_bull_ring,race circuit,3,832,3,6,6,6,+31.377,31.377,2,71,6,20834.143,1,0,0
9211,1107,2023,9,red_bull_ring,race circuit,3,832,3,6,6,6,+31.377,31.377,3,71,6,20865.52,1,0,0
9365,1107,2023,9,red_bull_ring,race circuit,3,847,11,10,7,7,+48.403,48.403,1,71,131,20913.923,1,0,0
9366,1107,2023,9,red_bull_ring,race circuit,3,847,11,10,7,7,+48.403,48.403,2,71,131,20962.326,1,0,0
9367,1107,2023,9,red_bull_ring,race circuit,3,847,11,10,7,7,+48.403,48.403,3,71,131,21010.729,1,0,0
9016,1107,2023,9,red_bull_ring,race circuit,3,1,5,9,8,8,+49.196,49.196,1,71,131,21059.925,1,0,0
9017,1107,2023,9,red_bull_ring,race circuit,3,1,5,9,8,8,+49.196,49.196,2,71,131,21109.121,1,0,0
9018,1107,2023,9,red_bull_ring,race circuit,3,1,5,9,8,8,+49.196,49.196,3,71,131,21158.317,1,0,0
9280,1107,2023,9,red_bull_ring,race circuit,3,840,6,3,9,9,+59.043,59.043,1,71,117,21217.36,1,0,0
9281,1107,2023,9,red_bull_ring,race circuit,3,840,6,3,9,9,+59.043,59.043,2,71,117,21276.403,1,0,0
9282,1107,2023,9,red_bull_ring,race circuit,3,840,6,3,9,9,+59.043,59.043,3,71,117,21335.446,1,0,0
9283,1107,2023,9,red_bull_ring,race circuit,3,840,6,3,9,9,+59.043,59.043,4,71,117,21394.489,1,0,0
9304,1107,2023,9,red_bull_ring,race circuit,3,842,9,7,10,10,+1:07.667,67.667,1,71,214,21462.156,1,0,0
9305,1107,2023,9,red_bull_ring,race circuit,3,842,9,7,10,10,+1:07.667,67.667,2,71,214,21529.823,1,0,0
9306,1107,2023,9,red_bull_ring,race circuit,3,842,9,7,10,10,+1:07.667,67.667,3,71,214,21597.49,1,0,0
9338,1107,2023,9,red_bull_ring,race circuit,3,848,10,11,11,11,+1:19.767,79.767,1,71,3,21677.257,1,0,0
9339,1107,2023,9,red_bull_ring,race circuit,3,848,10,11,11,11,+1:19.767,79.767,2,71,3,21757.024,1,0,0
9340,1107,2023,9,red_bull_ring,race circuit,3,848,10,11,11,11,+1:19.767,79.767,3,71,3,21836.791,1,0,0
3468,1108,2023,10,silverstone,race circuit,3,830,1,1,1,1,1:25:16.938,5116.938,1,52,9,5116.938,1,0,0
3564,1108,2023,10,silverstone,race circuit,3,846,2,2,2,2,+3.798,3.798,1,52,1,5120.736,1,0,0
3179,1108,2023,10,silverstone,race circuit,3,1,7,3,3,3,+6.783,6.783,1,52,131,5127.519,1,0,0
3613,1108,2023,10,silverstone,race circuit,3,857,3,4,4,4,+7.776,7.776,1,52,1,5135.295,1,0,0
3574,1108,2023,10,silverstone,race circuit,3,847,6,6,5,5,+11.206,11.206,1,52,131,5146.501,1,0,0
3247,1108,2023,10,silverstone,race circuit,3,815,15,5,6,6,+12.882,12.882,1,52,9,5159.383,1,0,0
3095,1108,2023,10,silverstone,race circuit,3,4,9,9,7,7,+17.193,17.193,1,52,117,5176.576,1,0,0
3551,1108,2023,10,silverstone,race circuit,3,848,8,8,8,8,+17.878,17.878,1,52,3,5194.454,1,0,0
3539,1108,2023,10,silverstone,race circuit,3,844,4,7,9,9,+18.689,18.689,1,52,6,5213.143,1,0,0
3540,1108,2023,10,silverstone,race circuit,3,844,4,7,9,9,+18.689,18.689,2,52,6,5231.832,1,0,0
3446,1108,2023,10,silverstone,race circuit,3,832,5,10,10,10,+19.448,19.448,1,52,6,5251.28,1,0,0
3610,1108,2023,10,silverstone,race circuit,3,858,14,13,11,11,+23.632,23.632,1,52,3,5274.912,1,0,0
3382,1108,2023,10,silverstone,race circuit,3,822,20,16,12,12,+25.830,25.83,1,52,51,5300.742,1,0,0
3339,1108,2023,10,silverstone,race circuit,3,807,11,15,13,13,+26.663,26.663,1,52,210,5327.405,1,0,0
3340,1108,2023,10,silverstone,race circuit,3,807,11,15,13,13,+26.663,26.663,2,52,210,5354.068,1,0,0
3510,1108,2023,10,silverstone,race circuit,3,840,12,11,14,14,+27.483,27.483,1,52,117,5381.551,1,0,0
3601,1108,2023,10,silverstone,race circuit,3,855,17,14,15,15,+29.820,29.82,1,52,51,5411.371,1,0,0
3602,1108,2023,10,silverstone,race circuit,3,855,17,14,15,15,+29.820,29.82,2,52,51,5441.191,1,0,0
3603,1108,2023,10,silverstone,race circuit,3,855,17,14,15,15,+29.820,29.82,3,52,51,5471.011,1,0,0
3597,1108,2023,10,silverstone,race circuit,3,852,16,17,16,16,+31.225,31.225,1,52,213,5502.236,1,0,0
3598,1108,2023,10,silverstone,race circuit,3,852,16,17,16,16,+31.225,31.225,2,52,213,5533.461,1,0,0
3608,1108,2023,10,silverstone,race circuit,3,856,18,18,17,17,+33.128,33.128,1,52,213,5566.589,1,0,0
3609,1108,2023,10,silverstone,race circuit,3,856,18,18,17,17,+33.128,33.128,2,52,213,5599.717000000001,1,0,0
4256,1109,2023,11,hungaroring,race circuit,3,830,2,1,1,1,1:38:08.634,5888.634,1,70,9,5888.634,1,0,0
4257,1109,2023,11,hungaroring,race circuit,3,830,2,1,1,1,1:38:08.634,5888.634,2,70,9,11777.268,1,0,0
4335,1109,2023,11,hungaroring,race circuit,3,846,3,4,2,2,+33.731,33.731,1,70,1,11810.999,1,0,0
4336,1109,2023,11,hungaroring,race circuit,3,846,3,4,2,2,+33.731,33.731,2,70,1,11844.73,1,0,0
3998,1109,2023,11,hungaroring,race circuit,3,815,9,5,3,3,+37.603,37.603,1,70,9,11882.333,1,0,0
3999,1109,2023,11,hungaroring,race circuit,3,815,9,5,3,3,+37.603,37.603,2,70,9,11919.936,1,0,0
3903,1109,2023,11,hungaroring,race circuit,3,1,1,2,4,4,+39.134,39.134,1,70,131,11959.07,1,0,0
3904,1109,2023,11,hungaroring,race circuit,3,1,1,2,4,4,+39.134,39.134,2,70,131,11998.204,1,0,0
4380,1109,2023,11,hungaroring,race circuit,3,857,4,8,5,5,+1:02.572,62.572,1,70,1,12060.776,1,0,0
4381,1109,2023,11,hungaroring,race circuit,3,857,4,8,5,5,+1:02.572,62.572,2,70,1,12123.348,1,0,0
4346,1109,2023,11,hungaroring,race circuit,3,847,18,3,6,6,+1:05.825,65.825,1,70,131,12189.173,1,0,0
4347,1109,2023,11,hungaroring,race circuit,3,847,18,3,6,6,+1:05.825,65.825,2,70,131,12254.998,1,0,0
4317,1109,2023,11,hungaroring,race circuit,3,844,6,6,7,7,+1:10.317,70.31700000000001,1,70,6,12325.315,1,0,0
4318,1109,2023,11,hungaroring,race circuit,3,844,6,6,7,7,+1:10.317,70.31700000000001,2,70,6,12395.632,1,0,0
4228,1109,2023,11,hungaroring,race circuit,3,832,11,7,8,8,+1:11.073,71.07300000000001,1,70,6,12466.705,1,0,0
4229,1109,2023,11,hungaroring,race circuit,3,832,11,7,8,8,+1:11.073,71.07300000000001,2,70,6,12537.778,1,0,0
3798,1109,2023,11,hungaroring,race circuit,3,4,8,9,9,9,+1:15.709,75.709,1,70,117,12613.487000000001,1,0,0
3799,1109,2023,11,hungaroring,race circuit,3,4,8,9,9,9,+1:15.709,75.709,2,70,117,12689.196,1,0,0
7510,1110,2023,12,spa,street circuit,2,830,6,2,1,1,1:22:30.450,4950.45,1,44,9,4950.45,0,1,0
7511,1110,2023,12,spa,street circuit,2,830,6,2,1,1,1:22:30.450,4950.45,2,44,9,9900.9,0,1,0
7314,1110,2023,12,spa,street circuit,2,815,2,6,2,2,+22.305,22.305,1,44,9,9923.205,0,1,0
7315,1110,2023,12,spa,street circuit,2,815,2,6,2,2,+22.305,22.305,2,44,9,9945.51,0,1,0
7564,1110,2023,12,spa,street circuit,2,844,1,7,3,3,+32.259,32.259,1,44,6,9977.769,0,1,0
7565,1110,2023,12,spa,street circuit,2,844,1,7,3,3,+32.259,32.259,2,44,6,10010.028,0,1,0
7237,1110,2023,12,spa,street circuit,2,1,3,1,4,4,+49.671,49.671,1,44,131,10059.699,0,1,0
7238,1110,2023,12,spa,street circuit,2,1,3,1,4,4,+49.671,49.671,2,44,131,10109.369999999999,0,1,0
7239,1110,2023,12,spa,street circuit,2,1,3,1,4,4,+49.671,49.671,3,44,131,10159.041,0,1,0
7168,1110,2023,12,spa,street circuit,2,4,9,13,5,5,+56.184,56.184,1,44,117,10215.225,0,1,0
7169,1110,2023,12,spa,street circuit,2,4,9,13,5,5,+56.184,56.184,2,44,117,10271.409,0,1,0
7585,1110,2023,12,spa,street circuit,2,847,8,11,6,6,+1:03.101,63.101,1,44,131,10334.51,0,1,0
7580,1110,2023,12,spa,street circuit,2,846,7,18,7,7,+1:13.719,73.719,1,44,1,10408.229,0,1,0
7581,1110,2023,12,spa,street circuit,2,846,7,18,7,7,+1:13.719,73.719,2,44,1,10481.948,0,1,0
7536,1110,2023,12,spa,street circuit,2,839,14,8,8,8,+1:14.719,74.719,1,44,214,10556.667,0,1,0
7537,1110,2023,12,spa,street circuit,2,839,14,8,8,8,+1:14.719,74.719,2,44,214,10631.386,0,1,0
7547,1110,2023,12,spa,street circuit,2,840,10,16,9,9,+1:19.340,79.34,1,44,117,10710.725999999999,0,1,0
7595,1110,2023,12,spa,street circuit,2,852,11,17,10,10,+1:20.221,80.221,1,44,213,10790.947,0,1,0
7596,1110,2023,12,spa,street circuit,2,852,11,17,10,10,+1:20.221,80.221,2,44,213,10871.168,0,1,0
7555,1110,2023,12,spa,street circuit,2,842,12,12,11,11,+1:23.084,83.084,1,44,214,10954.252,0,1,0
7434,1110,2023,12,spa,street circuit,2,822,13,10,12,12,+1:25.191,85.191,1,44,51,11039.443,0,1,0
7435,1110,2023,12,spa,street circuit,2,822,13,10,12,12,+1:25.191,85.191,2,44,51,11124.634,0,1,0
7599,1110,2023,12,spa,street circuit,2,855,17,5,13,13,+1:35.441,95.441,1,44,51,11220.074999999999,0,1,0
7600,1110,2023,12,spa,street circuit,2,855,17,5,13,13,+1:35.441,95.441,2,44,51,11315.516,0,1,0
7573,1110,2023,12,spa,street circuit,2,848,15,3,14,14,+1:36.184,96.184,1,44,3,11411.699999999999,0,1,0
7574,1110,2023,12,spa,street circuit,2,848,15,3,14,14,+1:36.184,96.184,2,44,3,11507.884,0,1,0
7575,1110,2023,12,spa,street circuit,2,848,15,3,14,14,+1:36.184,96.184,3,44,3,11604.068,0,1,0
7459,1110,2023,12,spa,street circuit,2,825,16,14,15,15,+1:41.754,101.75399999999999,1,44,210,11705.822,0,1,0
7460,1110,2023,12,spa,street circuit,2,825,16,14,15,15,+1:41.754,101.75399999999999,2,44,210,11807.576,0,1,0
7345,1110,2023,12,spa,street circuit,2,817,19,15,16,16,+1:43.071,103.071,1,44,213,11910.646999999999,0,1,0
7346,1110,2023,12,spa,street circuit,2,817,19,15,16,16,+1:43.071,103.071,2,44,213,12013.717999999999,0,1,0
7601,1110,2023,12,spa,street circuit,2,858,18,9,17,17,+1:44.476,104.476,1,44,3,12118.194,0,1,0
7602,1110,2023,12,spa,street circuit,2,858,18,9,17,17,+1:44.476,104.476,2,44,3,12222.67,0,1,0
7603,1110,2023,12,spa,street circuit,2,858,18,9,17,17,+1:44.476,104.476,3,44,3,12327.145999999999,0,1,0
7392,1110,2023,12,spa,street circuit,2,807,0,4,18,18,+1:50.450,110.45,1,44,210,12437.596,0,1,0
7393,1110,2023,12,spa,street circuit,2,807,0,4,18,18,+1:50.450,110.45,2,44,210,12548.046,0,1,0
10592,1111,2023,13,zandvoort,race circuit,3,830,1,2,1,1,2:24:04.411,8644.411,1,72,9,8644.411,1,0,0
10593,1111,2023,13,zandvoort,race circuit,3,830,1,2,1,1,2:24:04.411,8644.411,2,72,9,17288.822,1,0,0
10594,1111,2023,13,zandvoort,race circuit,3,830,1,2,1,1,2:24:04.411,8644.411,3,72,9,25933.233,1,0,0
10595,1111,2023,13,zandvoort,race circuit,3,830,1,2,1,1,2:24:04.411,8644.411,4,72,9,34577.644,1,0,0
10596,1111,2023,13,zandvoort,race circuit,3,830,1,2,1,1,2:24:04.411,8644.411,5,72,9,43222.055,1,0,0
10597,1111,2023,13,zandvoort,race circuit,3,830,1,2,1,1,2:24:04.411,8644.411,6,72,9,51866.466,1,0,0
10513,1111,2023,13,zandvoort,race circuit,3,4,5,1,2,2,+3.744,3.744,1,72,117,51870.21,1,0,0
10514,1111,2023,13,zandvoort,race circuit,3,4,5,1,2,2,+3.744,3.744,2,72,117,51873.954,1,0,0
10515,1111,2023,13,zandvoort,race circuit,3,4,5,1,2,2,+3.744,3.744,3,72,117,51877.698000000004,1,0,0
10516,1111,2023,13,zandvoort,race circuit,3,4,5,1,2,2,+3.744,3.744,4,72,117,51881.442,1,0,0
10517,1111,2023,13,zandvoort,race circuit,3,4,5,1,2,2,+3.744,3.744,5,72,117,51885.186,1,0,0
10627,1111,2023,13,zandvoort,race circuit,3,842,12,7,3,3,+7.058,7.058,1,72,214,51892.244,1,0,0
10628,1111,2023,13,zandvoort,race circuit,3,842,12,7,3,3,+7.058,7.058,2,72,214,51899.302,1,0,0
10629,1111,2023,13,zandvoort,race circuit,3,842,12,7,3,3,+7.058,7.058,3,72,214,51906.36,1,0,0
10630,1111,2023,13,zandvoort,race circuit,3,842,12,7,3,3,+7.058,7.058,4,72,214,51913.418,1,0,0
10631,1111,2023,13,zandvoort,race circuit,3,842,12,7,3,3,+7.058,7.058,5,72,214,51920.476,1,0,0
10541,1111,2023,13,zandvoort,race circuit,3,815,7,4,4,4,+10.068,10.068,1,72,9,51930.544,1,0,0
10542,1111,2023,13,zandvoort,race circuit,3,815,7,4,4,4,+10.068,10.068,2,72,9,51940.612,1,0,0
10543,1111,2023,13,zandvoort,race circuit,3,815,7,4,4,4,+10.068,10.068,3,72,9,51950.68,1,0,0
10544,1111,2023,13,zandvoort,race circuit,3,815,7,4,4,4,+10.068,10.068,4,72,9,51960.748,1,0,0
10545,1111,2023,13,zandvoort,race circuit,3,815,7,4,4,4,+10.068,10.068,5,72,9,51970.816,1,0,0
10546,1111,2023,13,zandvoort,race circuit,3,815,7,4,4,4,+10.068,10.068,6,72,9,51980.884,1,0,0
10581,1111,2023,13,zandvoort,race circuit,3,832,6,13,5,5,+12.541,12.541,1,72,6,51993.425,1,0,0
10582,1111,2023,13,zandvoort,race circuit,3,832,6,13,5,5,+12.541,12.541,2,72,6,52005.966,1,0,0
10583,1111,2023,13,zandvoort,race circuit,3,832,6,13,5,5,+12.541,12.541,3,72,6,52018.507,1,0,0
10584,1111,2023,13,zandvoort,race circuit,3,832,6,13,5,5,+12.541,12.541,4,72,6,52031.048,1,0,0
10585,1111,2023,13,zandvoort,race circuit,3,832,6,13,5,5,+12.541,12.541,5,72,6,52043.589,1,0,0
10530,1111,2023,13,zandvoort,race circuit,3,1,13,3,6,6,+13.209,13.209,1,72,131,52056.798,1,0,0
10531,1111,2023,13,zandvoort,race circuit,3,1,13,3,6,6,+13.209,13.209,2,72,131,52070.007,1,0,0
10532,1111,2023,13,zandvoort,race circuit,3,1,13,3,6,6,+13.209,13.209,3,72,131,52083.216,1,0,0
10533,1111,2023,13,zandvoort,race circuit,3,1,13,3,6,6,+13.209,13.209,4,72,131,52096.425,1,0,0
10534,1111,2023,13,zandvoort,race circuit,3,1,13,3,6,6,+13.209,13.209,5,72,131,52109.634,1,0,0
10652,1111,2023,13,zandvoort,race circuit,3,846,2,6,7,7,+13.232,13.232,1,72,1,52122.866,1,0,0
10653,1111,2023,13,zandvoort,race circuit,3,846,2,6,7,7,+13.232,13.232,2,72,1,52136.098,1,0,0
10654,1111,2023,13,zandvoort,race circuit,3,846,2,6,7,7,+13.232,13.232,3,72,1,52149.33,1,0,0
10655,1111,2023,13,zandvoort,race circuit,3,846,2,6,7,7,+13.232,13.232,4,72,1,52162.562,1,0,0
10656,1111,2023,13,zandvoort,race circuit,3,846,2,6,7,7,+13.232,13.232,5,72,1,52175.794,1,0,0
10657,1111,2023,13,zandvoort,race circuit,3,846,2,6,7,7,+13.232,13.232,6,72,1,52189.026,1,0,0
10644,1111,2023,13,zandvoort,race circuit,3,848,4,8,8,8,+15.155,15.155,1,72,3,52204.181,1,0,0
10645,1111,2023,13,zandvoort,race circuit,3,848,4,8,8,8,+15.155,15.155,2,72,3,52219.336,1,0,0
10646,1111,2023,13,zandvoort,race circuit,3,848,4,8,8,8,+15.155,15.155,3,72,3,52234.491,1,0,0
10647,1111,2023,13,zandvoort,race circuit,3,848,4,8,8,8,+15.155,15.155,4,72,3,52249.646,1,0,0
10699,1111,2023,13,zandvoort,race circuit,3,857,8,5,9,9,+16.580,16.58,1,72,1,52266.226,1,0,0
10700,1111,2023,13,zandvoort,race circuit,3,857,8,5,9,9,+16.580,16.58,2,72,1,52282.806,1,0,0
10701,1111,2023,13,zandvoort,race circuit,3,857,8,5,9,9,+16.580,16.58,3,72,1,52299.386,1,0,0
10702,1111,2023,13,zandvoort,race circuit,3,857,8,5,9,9,+16.580,16.58,4,72,1,52315.966,1,0,0
10703,1111,2023,13,zandvoort,race circuit,3,857,8,5,9,9,+16.580,16.58,5,72,1,52332.546,1,0,0
10602,1111,2023,13,zandvoort,race circuit,3,839,16,10,10,10,+18.346,18.346,1,72,214,52350.892,1,0,0
10603,1111,2023,13,zandvoort,race circuit,3,839,16,10,10,10,+18.346,18.346,2,72,214,52369.238,1,0,0
10604,1111,2023,13,zandvoort,race circuit,3,839,16,10,10,10,+18.346,18.346,3,72,214,52387.584,1,0,0
10605,1111,2023,13,zandvoort,race circuit,3,839,16,10,10,10,+18.346,18.346,4,72,214,52405.93,1,0,0
10606,1111,2023,13,zandvoort,race circuit,3,839,16,10,10,10,+18.346,18.346,5,72,214,52424.276,1,0,0
10607,1111,2023,13,zandvoort,race circuit,3,839,16,10,10,10,+18.346,18.346,6,72,214,52442.622,1,0,0
10613,1111,2023,13,zandvoort,race circuit,3,840,11,15,11,11,+20.087,20.087,1,72,117,52462.709,1,0,0
10614,1111,2023,13,zandvoort,race circuit,3,840,11,15,11,11,+20.087,20.087,2,72,117,52482.796,1,0,0
10615,1111,2023,13,zandvoort,race circuit,3,840,11,15,11,11,+20.087,20.087,3,72,117,52502.883,1,0,0
10616,1111,2023,13,zandvoort,race circuit,3,840,11,15,11,11,+20.087,20.087,4,72,117,52522.97,1,0,0
10617,1111,2023,13,zandvoort,race circuit,3,840,11,15,11,11,+20.087,20.087,5,72,117,52543.057,1,0,0
10618,1111,2023,13,zandvoort,race circuit,3,840,11,15,11,11,+20.087,20.087,6,72,117,52563.144,1,0,0
10619,1111,2023,13,zandvoort,race circuit,3,840,11,15,11,11,+20.087,20.087,7,72,117,52583.231,1,0,0
10553,1111,2023,13,zandvoort,race circuit,3,807,14,9,12,12,+20.840,20.84,1,72,210,52604.071,1,0,0
10554,1111,2023,13,zandvoort,race circuit,3,807,14,9,12,12,+20.840,20.84,2,72,210,52624.911,1,0,0
10555,1111,2023,13,zandvoort,race circuit,3,807,14,9,12,12,+20.840,20.84,3,72,210,52645.751000000004,1,0,0
10556,1111,2023,13,zandvoort,race circuit,3,807,14,9,12,12,+20.840,20.84,4,72,210,52666.591,1,0,0
10557,1111,2023,13,zandvoort,race circuit,3,807,14,9,12,12,+20.840,20.84,5,72,210,52687.431,1,0,0
10704,1111,2023,13,zandvoort,race circuit,3,859,19,12,13,13,+26.147,26.147,1,72,213,52713.578,1,0,0
10705,1111,2023,13,zandvoort,race circuit,3,859,19,12,13,13,+26.147,26.147,2,72,213,52739.725,1,0,0
10706,1111,2023,13,zandvoort,race circuit,3,859,19,12,13,13,+26.147,26.147,3,72,213,52765.872,1,0,0
10707,1111,2023,13,zandvoort,race circuit,3,859,19,12,13,13,+26.147,26.147,4,72,213,52792.019,1,0,0
10708,1111,2023,13,zandvoort,race circuit,3,859,19,12,13,13,+26.147,26.147,5,72,213,52818.166,1,0,0
10709,1111,2023,13,zandvoort,race circuit,3,859,19,12,13,13,+26.147,26.147,6,72,213,52844.313,1,0,0
10710,1111,2023,13,zandvoort,race circuit,3,859,19,12,13,13,+26.147,26.147,7,72,213,52870.46,1,0,0
10562,1111,2023,13,zandvoort,race circuit,3,822,18,11,14,14,+27.388,27.388,1,72,51,52897.848,1,0,0
10563,1111,2023,13,zandvoort,race circuit,3,822,18,11,14,14,+27.388,27.388,2,72,51,52925.236,1,0,0
10564,1111,2023,13,zandvoort,race circuit,3,822,18,11,14,14,+27.388,27.388,3,72,51,52952.624,1,0,0
10565,1111,2023,13,zandvoort,race circuit,3,822,18,11,14,14,+27.388,27.388,4,72,51,52980.012,1,0,0
10566,1111,2023,13,zandvoort,race circuit,3,822,18,11,14,14,+27.388,27.388,5,72,51,53007.4,1,0,0
10686,1111,2023,13,zandvoort,race circuit,3,852,17,18,15,15,+29.893,29.893,1,72,213,53037.293,1,0,0
10687,1111,2023,13,zandvoort,race circuit,3,852,17,18,15,15,+29.893,29.893,2,72,213,53067.186,1,0,0
10688,1111,2023,13,zandvoort,race circuit,3,852,17,18,15,15,+29.893,29.893,3,72,213,53097.079,1,0,0
10689,1111,2023,13,zandvoort,race circuit,3,852,17,18,15,15,+29.893,29.893,4,72,213,53126.972,1,0,0
10690,1111,2023,13,zandvoort,race circuit,3,852,17,18,15,15,+29.893,29.893,5,72,213,53156.865,1,0,0
10571,1111,2023,13,zandvoort,race circuit,3,825,0,17,16,16,+31.410,31.41,1,72,210,53188.275,1,0,0
10572,1111,2023,13,zandvoort,race circuit,3,825,0,17,16,16,+31.410,31.41,2,72,210,53219.685,1,0,0
10573,1111,2023,13,zandvoort,race circuit,3,825,0,17,16,16,+31.410,31.41,3,72,210,53251.095,1,0,0
10574,1111,2023,13,zandvoort,race circuit,3,825,0,17,16,16,+31.410,31.41,4,72,210,53282.505,1,0,0
10575,1111,2023,13,zandvoort,race circuit,3,825,0,17,16,16,+31.410,31.41,5,72,210,53313.915,1,0,0
10576,1111,2023,13,zandvoort,race circuit,3,825,0,17,16,16,+31.410,31.41,6,72,210,53345.325,1,0,0
10663,1111,2023,13,zandvoort,race circuit,3,847,3,14,17,17,+55.754,55.754,1,72,131,53401.079,1,0,0
10664,1111,2023,13,zandvoort,race circuit,3,847,3,14,17,17,+55.754,55.754,2,72,131,53456.833,1,0,0
10665,1111,2023,13,zandvoort,race circuit,3,847,3,14,17,17,+55.754,55.754,3,72,131,53512.587,1,0,0
10666,1111,2023,13,zandvoort,race circuit,3,847,3,14,17,17,+55.754,55.754,4,72,131,53568.341,1,0,0
10667,1111,2023,13,zandvoort,race circuit,3,847,3,14,17,17,+55.754,55.754,5,72,131,53624.095,1,0,0
