,raceId,year,round,circuitId,circuit_type,circuit_type_num,driverId,grid,rank,position,positionOrder,time,new_time_seconds,stop,laps,constructorId,points,cumulative_time_seconds,Race_Circuit,Street_Circuit,Road_Circuit
10988,1039,2020,9,76,race circuit,3,847,18,11,11,11,+32.404,32.404,4,59,3,0.0,42903.409,1,0,0
10989,1039,2020,9,76,race circuit,3,847,18,11,11,11,+32.404,32.404,5,59,3,0.0,42935.812999999995,1,0,0
10951,1039,2020,9,76,race circuit,3,154,15,13,12,12,+42.036,42.036,1,59,210,0.0,42977.848999999995,1,0,0
10952,1039,2020,9,76,race circuit,3,154,15,13,12,12,+42.036,42.036,2,59,210,0.0,43019.884999999995,1,0,0
10953,1039,2020,9,76,race circuit,3,154,15,13,12,12,+42.036,42.036,3,59,210,0.0,43061.920999999995,1,0,0
10954,1039,2020,9,76,race circuit,3,154,15,13,12,12,+42.036,42.036,4,59,210,0.0,43103.956999999995,1,0,0
10955,1039,2020,9,76,race circuit,3,154,15,13,12,12,+42.036,42.036,5,59,210,0.0,43145.992999999995,1,0,0
10967,1039,2020,9,76,race circuit,3,840,6,12,\N,13,\N,0.0,1,42,211,0.0,0.0,1,0,0
10968,1039,2020,9,76,race circuit,3,840,6,12,\N,13,\N,0.0,2,42,211,0.0,0.0,1,0,0
10969,1039,2020,9,76,race circuit,3,840,6,12,\N,13,\N,0.0,3,42,211,0.0,0.0,1,0,0
10966,1039,2020,9,76,race circuit,3,839,10,15,\N,14,\N,0.0,1,7,4,0.0,0.0,1,0,0
9507,1040,2020,10,71,race circuit,3,822,3,1,1,1,1:34:00.364,5640.364,1,53,131,26.0,5640.364,1,0,0
9551,1040,2020,10,71,race circuit,3,830,2,3,2,2,+7.729,7.729,1,53,9,18.0,5648.093,1,0,0
9446,1040,2020,10,71,race circuit,3,1,1,7,3,3,+22.729,22.729,1,53,131,15.0,5670.821999999999,1,0,0
9462,1040,2020,10,71,race circuit,3,815,4,8,4,4,+30.558,30.558,1,53,211,12.0,5701.379999999999,1,0,0
9473,1040,2020,10,71,race circuit,3,817,5,6,5,5,+52.065,52.065,1,53,4,10.0,5753.445,1,0,0
9587,1040,2020,10,71,race circuit,3,844,10,11,6,6,+1:02.186,62.186,1,53,6,8.0,5815.630999999999,1,0,0
9565,1040,2020,10,71,race circuit,3,839,7,13,7,7,+1:08.006,68.006,1,53,4,6.0,5883.637,1,0,0
9525,1040,2020,10,71,race circuit,3,826,11,12,8,8,+1:08.740,68.74,1,53,213,4.0,5952.3769999999995,1,0,0
9579,1040,2020,10,71,race circuit,3,842,9,2,9,9,+1:29.766,89.76599999999999,1,53,213,2.0,6042.142999999999,1,0,0
9580,1040,2020,10,71,race circuit,3,842,9,2,9,9,+1:29.766,89.76599999999999,2,53,213,2.0,6131.909,1,0,0
9594,1040,2020,10,71,race circuit,3,848,15,9,10,10,+1:37.860,97.86,1,53,9,1.0,6229.768999999999,1,0,0
9595,1040,2020,10,71,race circuit,3,848,15,9,10,10,+1:37.860,97.86,2,53,9,1.0,6327.629,1,0,0
9575,1040,2020,10,71,race circuit,3,841,17,16,11,11,\N,0.0,1,52,51,0.0,0.0,1,0,0
9516,1040,2020,10,71,race circuit,3,825,18,17,12,12,\N,0.0,1,52,210,0.0,0.0,1,0,0
9437,1040,2020,10,71,race circuit,3,20,14,14,13,13,\N,0.0,1,52,6,0.0,0.0,1,0,0
9483,1040,2020,10,71,race circuit,3,8,19,10,14,14,\N,0.0,1,52,51,0.0,0.0,1,0,0
9597,1040,2020,10,71,race circuit,3,846,8,5,15,15,\N,0.0,1,52,1,0.0,0.0,1,0,0
9598,1040,2020,10,71,race circuit,3,846,8,5,15,15,\N,0.0,2,52,1,0.0,0.0,1,0,0
9607,1040,2020,10,71,race circuit,3,849,20,18,16,16,\N,0.0,1,52,3,0.0,0.0,1,0,0
9496,1040,2020,10,71,race circuit,3,154,16,15,17,17,\N,0.0,1,52,210,0.0,0.0,1,0,0
9497,1040,2020,10,71,race circuit,3,154,16,15,17,17,\N,0.0,2,52,210,0.0,0.0,1,0,0
9602,1040,2020,10,71,race circuit,3,847,13,4,18,18,\N,0.0,1,52,3,0.0,0.0,1,0,0
9603,1040,2020,10,71,race circuit,3,847,13,4,18,18,\N,0.0,2,52,3,0.0,0.0,1,0,0
9604,1040,2020,10,71,race circuit,3,847,13,4,18,18,\N,0.0,3,52,3,0.0,0.0,1,0,0
3658,1041,2020,11,20,race circuit,3,1,2,2,1,1,1:35:49.641,5749.641,1,60,131,25.0,5749.641,1,0,0
3659,1041,2020,11,20,race circuit,3,1,2,2,1,1,1:35:49.641,5749.641,2,60,131,25.0,11499.282,1,0,0
3742,1041,2020,11,20,race circuit,3,830,3,1,2,2,+4.470,4.47,1,60,9,19.0,11503.751999999999,1,0,0
3743,1041,2020,11,20,race circuit,3,830,3,1,2,2,+4.470,4.47,2,60,9,19.0,11508.222,1,0,0
3698,1041,2020,11,20,race circuit,3,817,6,3,3,3,+14.613,14.613,1,60,4,15.0,11522.835,1,0,0
3699,1041,2020,11,20,race circuit,3,817,6,3,3,3,+14.613,14.613,2,60,4,15.0,11537.447999999999,1,0,0
3686,1041,2020,11,20,race circuit,3,815,9,4,4,4,+16.070,16.07,1,60,211,12.0,11553.518,1,0,0
3687,1041,2020,11,20,race circuit,3,815,9,4,4,4,+16.070,16.07,2,60,211,12.0,11569.588,1,0,0
3740,1041,2020,11,20,race circuit,3,832,10,6,5,5,+21.905,21.905,1,60,1,10.0,11591.492999999999,1,0,0
3741,1041,2020,11,20,race circuit,3,832,10,6,5,5,+21.905,21.905,2,60,1,10.0,11613.398,1,0,0
3746,1041,2020,11,20,race circuit,3,842,12,5,6,6,+22.766,22.766,1,60,213,8.0,11636.163999999999,1,0,0
3747,1041,2020,11,20,race circuit,3,842,12,5,6,6,+22.766,22.766,2,60,213,8.0,11658.929999999998,1,0,0
3748,1041,2020,11,20,race circuit,3,844,4,10,7,7,+30.814,30.814,1,60,6,6.0,11689.743999999999,1,0,0
3749,1041,2020,11,20,race circuit,3,844,4,10,7,7,+30.814,30.814,2,60,6,6.0,11720.557999999999,1,0,0
3715,1041,2020,11,20,race circuit,3,807,20,11,8,8,+32.596,32.596,1,60,211,4.0,11753.153999999999,1,0,0
3716,1041,2020,11,20,race circuit,3,807,20,11,8,8,+32.596,32.596,2,60,211,4.0,11785.75,1,0,0
3720,1041,2020,11,20,race circuit,3,154,16,14,9,9,+39.081,39.081,1,60,210,2.0,11824.831,1,0,0
3744,1041,2020,11,20,race circuit,3,841,14,12,10,10,+40.035,40.035,1,60,51,1.0,11864.866,1,0,0
3745,1041,2020,11,20,race circuit,3,841,14,12,10,10,+40.035,40.035,2,60,51,1.0,11904.901,1,0,0
3642,1041,2020,11,20,race circuit,3,20,11,7,11,11,+40.810,40.81,1,60,6,0.0,11945.711,1,0,0
3643,1041,2020,11,20,race circuit,3,20,11,7,11,11,+40.810,40.81,2,60,6,0.0,11986.520999999999,1,0,0
3706,1041,2020,11,20,race circuit,3,8,19,9,12,12,+41.476,41.476,1,60,51,0.0,12027.997,1,0,0
3707,1041,2020,11,20,race circuit,3,8,19,9,12,12,+41.476,41.476,2,60,51,0.0,12069.473,1,0,0
3736,1041,2020,11,20,race circuit,3,825,15,8,13,13,+49.585,49.585,1,60,210,0.0,12119.057999999999,1,0,0
3737,1041,2020,11,20,race circuit,3,825,15,8,13,13,+49.585,49.585,2,60,210,0.0,12168.643,1,0,0
3753,1041,2020,11,20,race circuit,3,849,18,13,14,14,+54.449,54.449,1,60,3,0.0,12223.091999999999,1,0,0
3754,1041,2020,11,20,race circuit,3,849,18,13,14,14,+54.449,54.449,2,60,3,0.0,12277.541,1,0,0
3738,1041,2020,11,20,race circuit,3,826,13,16,15,15,+55.588,55.588,1,60,213,0.0,12333.128999999999,1,0,0
3739,1041,2020,11,20,race circuit,3,826,13,16,15,15,+55.588,55.588,2,60,213,0.0,12388.716999999999,1,0,0
3751,1041,2020,11,20,race circuit,3,846,8,17,\N,16,\N,0.0,1,42,1,0.0,0.0,1,0,0
3750,1041,2020,11,20,race circuit,3,848,5,18,\N,17,\N,0.0,1,23,9,0.0,0.0,1,0,0
3726,1041,2020,11,20,race circuit,3,822,1,15,\N,19,\N,0.0,1,18,131,0.0,0.0,1,0,0
3752,1041,2020,11,20,race circuit,3,847,17,20,\N,20,\N,0.0,1,12,3,0.0,0.0,1,0,0
10431,1042,2020,12,75,street circuit,2,1,1,1,1,1,1:29:56.828,5396.8279999999995,1,66,131,26.0,5396.8279999999995,0,1,0
10446,1042,2020,12,75,street circuit,2,822,2,2,2,2,+25.592,25.592,1,66,131,18.0,5422.419999999999,0,1,0
10458,1042,2020,12,75,street circuit,2,830,3,4,3,3,+34.508,34.508,1,66,9,15.0,5456.928,0,1,0
10480,1042,2020,12,75,street circuit,2,844,4,7,4,4,+1:05.312,65.312,1,66,6,12.0,5522.24,0,1,0
10476,1042,2020,12,75,street circuit,2,842,9,9,5,5,\N,0.0,1,65,213,10.0,0.0,0,1,0
10454,1042,2020,12,75,street circuit,2,832,7,6,6,6,\N,0.0,1,65,1,8.0,0.0,0,1,0
10435,1042,2020,12,75,street circuit,2,815,5,11,7,7,\N,0.0,1,65,211,6.0,0.0,0,1,0
10436,1042,2020,12,75,street circuit,2,815,5,11,7,7,\N,0.0,2,65,211,6.0,0.0,0,1,0
10463,1042,2020,12,75,street circuit,2,839,11,12,8,8,\N,0.0,1,65,4,4.0,0.0,0,1,0
10440,1042,2020,12,75,street circuit,2,817,10,14,9,9,\N,0.0,1,65,4,2.0,0.0,0,1,0
10427,1042,2020,12,75,street circuit,2,20,15,10,10,10,\N,0.0,1,65,6,1.0,0.0,0,1,0
10444,1042,2020,12,75,street circuit,2,8,16,15,11,11,\N,0.0,1,65,51,0.0,0.0,0,1,0
10484,1042,2020,12,75,street circuit,2,848,6,5,12,12,\N,0.0,1,65,9,0.0,0.0,0,1,0
10485,1042,2020,12,75,street circuit,2,848,6,5,12,12,\N,0.0,2,65,9,0.0,0.0,0,1,0
10486,1042,2020,12,75,street circuit,2,846,8,3,13,13,\N,0.0,1,65,1,0.0,0.0,0,1,0
10487,1042,2020,12,75,street circuit,2,846,8,3,13,13,\N,0.0,2,65,1,0.0,0.0,0,1,0
10491,1042,2020,12,75,street circuit,2,847,14,13,14,14,\N,0.0,1,65,3,0.0,0.0,0,1,0
10472,1042,2020,12,75,street circuit,2,841,17,20,15,15,\N,0.0,1,65,51,0.0,0.0,0,1,0
10451,1042,2020,12,75,street circuit,2,825,19,16,16,16,\N,0.0,1,65,210,0.0,0.0,0,1,0
10445,1042,2020,12,75,street circuit,2,154,18,17,17,17,\N,0.0,1,65,210,0.0,0.0,0,1,0
10495,1042,2020,12,75,street circuit,2,849,20,19,18,18,\N,0.0,1,64,3,0.0,0.0,0,1,0
10452,1042,2020,12,75,street circuit,2,826,13,8,19,19,\N,0.0,1,64,213,0.0,0.0,0,1,0
10453,1042,2020,12,75,street circuit,2,826,13,8,19,19,\N,0.0,2,64,213,0.0,0.0,0,1,0
10467,1042,2020,12,75,street circuit,2,840,12,18,\N,20,\N,0.0,1,51,211,0.0,0.0,0,1,0
10468,1042,2020,12,75,street circuit,2,840,12,18,\N,20,\N,0.0,2,51,211,0.0,0.0,0,1,0
10216,1043,2020,13,21,race circuit,3,1,2,1,1,1,1:28:32.430,5312.43,1,63,131,26.0,5312.43,1,0,0
10217,1043,2020,13,21,race circuit,3,1,2,1,1,1,1:28:32.430,5312.43,2,63,131,26.0,10624.86,1,0,0
10245,1043,2020,13,21,race circuit,3,822,1,2,2,2,+5.783,5.783,1,63,131,18.0,10630.643,1,0,0
10246,1043,2020,13,21,race circuit,3,822,1,2,2,2,+5.783,5.783,2,63,131,18.0,10636.426000000001,1,0,0
10231,1043,2020,13,21,race circuit,3,817,5,4,3,3,+14.320,14.32,1,63,4,15.0,10650.746000000001,1,0,0
10253,1043,2020,13,21,race circuit,3,826,8,6,4,4,+15.141,15.141,1,63,213,12.0,10665.887,1,0,0
10254,1043,2020,13,21,race circuit,3,826,8,6,4,4,+15.141,15.141,2,63,213,12.0,10681.028,1,0,0
10294,1043,2020,13,21,race circuit,3,844,7,12,5,5,+19.111,19.111,1,63,6,10.0,10700.139000000001,1,0,0
10224,1043,2020,13,21,race circuit,3,815,11,9,6,6,+19.652,19.652,1,63,211,8.0,10719.791000000001,1,0,0
10225,1043,2020,13,21,race circuit,3,815,11,9,6,6,+19.652,19.652,2,63,211,8.0,10739.443000000001,1,0,0
10255,1043,2020,13,21,race circuit,3,832,10,11,7,7,+20.230,20.23,1,63,1,6.0,10759.673,1,0,0
10256,1043,2020,13,21,race circuit,3,832,10,11,7,7,+20.230,20.23,2,63,1,6.0,10779.903,1,0,0
10308,1043,2020,13,21,race circuit,3,846,9,8,8,8,+21.131,21.131,1,63,1,4.0,10801.034000000001,1,0,0
10309,1043,2020,13,21,race circuit,3,846,9,8,8,8,+21.131,21.131,2,63,1,4.0,10822.165,1,0,0
10238,1043,2020,13,21,race circuit,3,8,18,10,9,9,+22.224,22.224,1,63,51,2.0,10844.389000000001,1,0,0
10282,1043,2020,13,21,race circuit,3,841,20,15,10,10,+26.398,26.398,1,63,51,1.0,10870.787,1,0,0
10319,1043,2020,13,21,race circuit,3,849,19,14,11,11,+27.135,27.135,1,63,3,0.0,10897.922,1,0,0
10208,1043,2020,13,21,race circuit,3,20,14,7,12,12,+28.453,28.453,1,63,6,0.0,10926.375,1,0,0
10209,1043,2020,13,21,race circuit,3,20,14,7,12,12,+28.453,28.453,2,63,6,0.0,10954.828000000001,1,0,0
10274,1043,2020,13,21,race circuit,3,840,15,13,13,13,+29.163,29.163,1,63,211,0.0,10983.991,1,0,0
10275,1043,2020,13,21,race circuit,3,840,15,13,13,13,+29.163,29.163,2,63,211,0.0,11013.154,1,0,0
10276,1043,2020,13,21,race circuit,3,840,15,13,13,13,+29.163,29.163,3,63,211,0.0,11042.317000000001,1,0,0
10243,1043,2020,13,21,race circuit,3,154,16,17,14,14,+32.935,32.935,1,63,210,0.0,11075.252,1,0,0
10244,1043,2020,13,21,race circuit,3,154,16,17,14,14,+32.935,32.935,2,63,210,0.0,11108.187,1,0,0
10301,1043,2020,13,21,race circuit,3,848,6,3,15,15,+57.284,57.284,1,63,9,0.0,11165.471000000001,1,0,0
10302,1043,2020,13,21,race circuit,3,848,6,3,15,15,+57.284,57.284,2,63,9,0.0,11222.755000000001,1,0,0
10314,1043,2020,13,21,race circuit,3,847,13,16,\N,16,\N,0.0,1,51,3,0.0,0.0,1,0,0
10260,1043,2020,13,21,race circuit,3,830,3,5,\N,17,\N,0.0,1,50,9,0.0,0.0,1,0,0
10250,1043,2020,13,21,race circuit,3,825,17,18,\N,18,\N,0.0,1,47,210,0.0,0.0,1,0,0
10266,1043,2020,13,21,race circuit,3,839,12,19,\N,19,\N,0.0,1,27,4,0.0,0.0,1,0,0
1354,1044,2020,14,5,race circuit,3,1,6,6,1,1,1:42:19.313,6139.313,1,58,131,25.0,6139.313,1,0,0
1383,1044,2020,14,5,race circuit,3,815,3,12,2,2,+31.633,31.633,1,58,211,18.0,6170.946,1,0,0
1333,1044,2020,14,5,race circuit,3,20,11,8,3,3,+31.960,31.96,1,58,6,15.0,6202.906,1,0,0
1334,1044,2020,14,5,race circuit,3,20,11,8,3,3,+31.960,31.96,2,58,6,15.0,6234.866,1,0,0
1428,1044,2020,14,5,race circuit,3,844,12,11,4,4,+33.858,33.858,1,58,6,12.0,6268.724,1,0,0
1429,1044,2020,14,5,race circuit,3,844,12,11,4,4,+33.858,33.858,2,58,6,12.0,6302.582,1,0,0
1411,1044,2020,14,5,race circuit,3,832,15,4,5,5,+34.363,34.363,1,58,1,10.0,6336.945,1,0,0
1412,1044,2020,14,5,race circuit,3,832,15,4,5,5,+34.363,34.363,2,58,1,10.0,6371.308,1,0,0
1414,1044,2020,14,5,race circuit,3,830,2,3,6,6,+44.873,44.873,1,58,9,8.0,6416.1810000000005,1,0,0
1415,1044,2020,14,5,race circuit,3,830,2,3,6,6,+44.873,44.873,2,58,9,8.0,6461.054,1,0,0
1416,1044,2020,14,5,race circuit,3,830,2,3,6,6,+44.873,44.873,3,58,9,8.0,6505.927,1,0,0
1431,1044,2020,14,5,race circuit,3,848,4,5,7,7,+46.484,46.484,1,58,9,6.0,6552.411,1,0,0
1432,1044,2020,14,5,race circuit,3,848,4,5,7,7,+46.484,46.484,2,58,9,6.0,6598.895,1,0,0
1433,1044,2020,14,5,race circuit,3,846,14,1,8,8,+1:01.259,61.259,1,58,1,5.0,6660.154,1,0,0
1434,1044,2020,14,5,race circuit,3,846,14,1,8,8,+1:01.259,61.259,2,58,1,5.0,6721.4130000000005,1,0,0
1420,1044,2020,14,5,race circuit,3,840,1,10,9,9,+1:12.353,72.353,1,58,211,2.0,6793.7660000000005,1,0,0
1421,1044,2020,14,5,race circuit,3,840,1,10,9,9,+1:12.353,72.353,2,58,211,2.0,6866.119,1,0,0
1396,1044,2020,14,5,race circuit,3,817,5,13,10,10,+1:35.460,95.46000000000001,1,58,4,1.0,6961.579,1,0,0
1397,1044,2020,14,5,race circuit,3,817,5,13,10,10,+1:35.460,95.46000000000001,2,58,4,1.0,7057.039,1,0,0
1418,1044,2020,14,5,race circuit,3,839,7,16,11,11,\N,0.0,1,57,4,0.0,0.0,1,0,0
1419,1044,2020,14,5,race circuit,3,839,7,16,11,11,\N,0.0,2,57,4,0.0,0.0,1,0,0
1410,1044,2020,14,5,race circuit,3,826,16,17,12,12,\N,0.0,1,57,213,0.0,0.0,1,0,0
1425,1044,2020,14,5,race circuit,3,842,19,7,13,13,\N,0.0,1,57,213,0.0,0.0,1,0,0
1426,1044,2020,14,5,race circuit,3,842,19,7,13,13,\N,0.0,2,57,213,0.0,0.0,1,0,0
1405,1044,2020,14,5,race circuit,3,822,9,2,14,14,\N,0.0,1,57,131,0.0,0.0,1,0,0
1406,1044,2020,14,5,race circuit,3,822,9,2,14,14,\N,0.0,2,57,131,0.0,0.0,1,0,0
1399,1044,2020,14,5,race circuit,3,8,8,9,15,15,\N,0.0,1,57,51,0.0,0.0,1,0,0
1400,1044,2020,14,5,race circuit,3,8,8,9,15,15,\N,0.0,2,57,51,0.0,0.0,1,0,0
1401,1044,2020,14,5,race circuit,3,8,8,9,15,15,\N,0.0,3,57,51,0.0,0.0,1,0,0
1436,1044,2020,14,5,race circuit,3,847,0,14,16,16,\N,0.0,1,57,3,0.0,0.0,1,0,0
1437,1044,2020,14,5,race circuit,3,847,0,14,16,16,\N,0.0,2,57,3,0.0,0.0,1,0,0
1408,1044,2020,14,5,race circuit,3,825,13,15,17,17,\N,0.0,1,55,210,0.0,0.0,1,0,0
1409,1044,2020,14,5,race circuit,3,825,13,15,17,17,\N,0.0,2,55,210,0.0,0.0,1,0,0
1403,1044,2020,14,5,race circuit,3,154,17,18,\N,18,\N,0.0,1,49,210,0.0,0.0,1,0,0
1404,1044,2020,14,5,race circuit,3,154,17,18,\N,18,\N,0.0,2,49,210,0.0,0.0,1,0,0
1439,1044,2020,14,5,race circuit,3,849,0,19,\N,19,\N,0.0,1,39,3,0.0,0.0,1,0,0
1440,1044,2020,14,5,race circuit,3,849,0,19,\N,19,\N,0.0,2,39,3,0.0,0.0,1,0,0
1423,1044,2020,14,5,race circuit,3,841,10,20,\N,20,\N,0.0,1,11,51,0.0,0.0,1,0,0
7700,1045,2020,15,3,race circuit,3,1,1,3,1,1,2:59:47.515,10787.515,1,57,131,25.0,10787.515,1,0,0
7701,1045,2020,15,3,race circuit,3,1,1,3,1,1,2:59:47.515,10787.515,2,57,131,25.0,21575.03,1,0,0
7702,1045,2020,15,3,race circuit,3,1,1,3,1,1,2:59:47.515,10787.515,3,57,131,25.0,32362.545,1,0,0
8077,1045,2020,15,3,race circuit,3,830,3,1,2,2,+1.254,1.254,1,57,9,19.0,32363.799,1,0,0
8078,1045,2020,15,3,race circuit,3,830,3,1,2,2,+1.254,1.254,2,57,9,19.0,32365.053,1,0,0
8079,1045,2020,15,3,race circuit,3,830,3,1,2,2,+1.254,1.254,3,57,9,19.0,32366.306999999997,1,0,0
8080,1045,2020,15,3,race circuit,3,830,3,1,2,2,+1.254,1.254,4,57,9,19.0,32367.560999999998,1,0,0
8192,1045,2020,15,3,race circuit,3,848,4,10,3,3,+8.005,8.005,1,57,9,15.0,32375.566,1,0,0
8193,1045,2020,15,3,race circuit,3,848,4,10,3,3,+8.005,8.005,2,57,9,15.0,32383.571,1,0,0
8194,1045,2020,15,3,race circuit,3,848,4,10,3,3,+8.005,8.005,3,57,9,15.0,32391.575999999997,1,0,0
8207,1045,2020,15,3,race circuit,3,846,9,7,4,4,+11.337,11.337,1,57,1,12.0,32402.912999999997,1,0,0
8208,1045,2020,15,3,race circuit,3,846,9,7,4,4,+11.337,11.337,2,57,1,12.0,32414.25,1,0,0
8209,1045,2020,15,3,race circuit,3,846,9,7,4,4,+11.337,11.337,3,57,1,12.0,32425.587,1,0,0
8048,1045,2020,15,3,race circuit,3,832,15,5,5,5,+11.787,11.787,1,57,1,10.0,32437.374,1,0,0
8049,1045,2020,15,3,race circuit,3,832,15,5,5,5,+11.787,11.787,2,57,1,10.0,32449.161,1,0,0
8050,1045,2020,15,3,race circuit,3,832,15,5,5,5,+11.787,11.787,3,57,1,10.0,32460.947999999997,1,0,0
8153,1045,2020,15,3,race circuit,3,842,8,16,6,6,+11.942,11.942,1,57,213,8.0,32472.89,1,0,0
8154,1045,2020,15,3,race circuit,3,842,8,16,6,6,+11.942,11.942,2,57,213,8.0,32484.832,1,0,0
7825,1045,2020,15,3,race circuit,3,817,6,2,7,7,+19.368,19.368,1,57,4,6.0,32504.199999999997,1,0,0
7826,1045,2020,15,3,race circuit,3,817,6,2,7,7,+19.368,19.368,2,57,4,6.0,32523.568,1,0,0
7827,1045,2020,15,3,race circuit,3,817,6,2,7,7,+19.368,19.368,3,57,4,6.0,32542.935999999998,1,0,0
7949,1045,2020,15,3,race circuit,3,822,2,4,8,8,+19.680,19.68,1,57,131,4.0,32562.615999999998,1,0,0
7950,1045,2020,15,3,race circuit,3,822,2,4,8,8,+19.680,19.68,2,57,131,4.0,32582.296,1,0,0
7951,1045,2020,15,3,race circuit,3,822,2,4,8,8,+19.680,19.68,3,57,131,4.0,32601.976,1,0,0
7952,1045,2020,15,3,race circuit,3,822,2,4,8,8,+19.680,19.68,4,57,131,4.0,32621.656,1,0,0
8110,1045,2020,15,3,race circuit,3,839,7,13,9,9,+22.803,22.803,1,57,4,2.0,32644.459,1,0,0
8111,1045,2020,15,3,race circuit,3,839,7,13,9,9,+22.803,22.803,2,57,4,2.0,32667.262,1,0,0
8112,1045,2020,15,3,race circuit,3,839,7,13,9,9,+22.803,22.803,3,57,4,2.0,32690.065,1,0,0
8174,1045,2020,15,3,race circuit,3,844,12,8,10,10,\N,0.0,1,56,6,1.0,0.0,1,0,0
8175,1045,2020,15,3,race circuit,3,844,12,8,10,10,\N,0.0,2,56,6,1.0,0.0,1,0,0
8176,1045,2020,15,3,race circuit,3,844,12,8,10,10,\N,0.0,3,56,6,1.0,0.0,1,0,0
8022,1045,2020,15,3,race circuit,3,826,10,12,11,11,\N,0.0,1,56,213,0.0,0.0,1,0,0
8023,1045,2020,15,3,race circuit,3,826,10,12,11,11,\N,0.0,2,56,213,0.0,0.0,1,0,0
8024,1045,2020,15,3,race circuit,3,826,10,12,11,11,\N,0.0,3,56,213,0.0,0.0,1,0,0
8227,1045,2020,15,3,race circuit,3,847,14,17,12,12,\N,0.0,1,56,3,0.0,0.0,1,0,0
8228,1045,2020,15,3,race circuit,3,847,14,17,12,12,\N,0.0,2,56,3,0.0,0.0,1,0,0
8229,1045,2020,15,3,race circuit,3,847,14,17,12,12,\N,0.0,3,56,3,0.0,0.0,1,0,0
7671,1045,2020,15,3,race circuit,3,20,11,11,13,13,\N,0.0,1,56,6,0.0,0.0,1,0,0
7672,1045,2020,15,3,race circuit,3,20,11,11,13,13,\N,0.0,2,56,6,0.0,0.0,1,0,0
7673,1045,2020,15,3,race circuit,3,20,11,11,13,13,\N,0.0,3,56,6,0.0,0.0,1,0,0
8243,1045,2020,15,3,race circuit,3,849,20,15,14,14,\N,0.0,1,56,3,0.0,0.0,1,0,0
8244,1045,2020,15,3,race circuit,3,849,20,15,14,14,\N,0.0,2,56,3,0.0,0.0,1,0,0
8245,1045,2020,15,3,race circuit,3,849,20,15,14,14,\N,0.0,3,56,3,0.0,0.0,1,0,0
7858,1045,2020,15,3,race circuit,3,8,17,6,15,15,\N,0.0,1,56,51,0.0,0.0,1,0,0
7859,1045,2020,15,3,race circuit,3,8,17,6,15,15,\N,0.0,2,56,51,0.0,0.0,1,0,0
7860,1045,2020,15,3,race circuit,3,8,17,6,15,15,\N,0.0,3,56,51,0.0,0.0,1,0,0
8142,1045,2020,15,3,race circuit,3,841,16,14,16,16,\N,0.0,1,56,51,0.0,0.0,1,0,0
8143,1045,2020,15,3,race circuit,3,841,16,14,16,16,\N,0.0,2,56,51,0.0,0.0,1,0,0
8144,1045,2020,15,3,race circuit,3,841,16,14,16,16,\N,0.0,3,56,51,0.0,0.0,1,0,0
7996,1045,2020,15,3,race circuit,3,825,18,18,17,17,\N,0.0,1,56,210,0.0,0.0,1,0,0
7997,1045,2020,15,3,race circuit,3,825,18,18,17,17,\N,0.0,2,56,210,0.0,0.0,1,0,0
7998,1045,2020,15,3,race circuit,3,825,18,18,17,17,\N,0.0,3,56,210,0.0,0.0,1,0,0
7999,1045,2020,15,3,race circuit,3,825,18,18,17,17,\N,0.0,4,56,210,0.0,0.0,1,0,0
7775,1045,2020,15,3,race circuit,3,815,5,9,18,18,\N,0.0,1,53,211,0.0,0.0,1,0,0
7776,1045,2020,15,3,race circuit,3,815,5,9,18,18,\N,0.0,2,53,211,0.0,0.0,1,0,0
7777,1045,2020,15,3,race circuit,3,815,5,9,18,18,\N,0.0,3,53,211,0.0,0.0,1,0,0
8129,1045,2020,15,3,race circuit,3,840,13,0,\N,19,\N,0.0,1,2,211,0.0,0.0,1,0,0
7778,1046,2020,16,3,race circuit,3,815,5,3,1,1,1:31:15.114,5475.114,1,87,211,25.0,5475.114,1,0,0
7779,1046,2020,16,3,race circuit,3,815,5,3,1,1,1:31:15.114,5475.114,2,87,211,25.0,10950.228,1,0,0
8113,1046,2020,16,3,race circuit,3,839,11,12,2,2,+10.518,10.518,1,87,4,18.0,10960.746,1,0,0
8130,1046,2020,16,3,race circuit,3,840,10,14,3,3,+11.869,11.869,1,87,211,15.0,10972.615,1,0,0
8051,1046,2020,16,3,race circuit,3,832,8,9,4,4,+12.580,12.58,1,87,1,12.0,10985.195,1,0,0
8052,1046,2020,16,3,race circuit,3,832,8,9,4,4,+12.580,12.58,2,87,1,12.0,10997.775,1,0,0
7828,1046,2020,16,3,race circuit,3,817,7,6,5,5,+13.330,13.33,1,87,4,10.0,11011.105,1,0,0
7829,1046,2020,16,3,race circuit,3,817,7,6,5,5,+13.330,13.33,2,87,4,10.0,11024.435,1,0,0
8195,1046,2020,16,3,race circuit,3,848,12,8,6,6,+13.842,13.842,1,87,9,8.0,11038.277,1,0,0
8196,1046,2020,16,3,race circuit,3,848,12,8,6,6,+13.842,13.842,2,87,9,8.0,11052.118999999999,1,0,0
8025,1046,2020,16,3,race circuit,3,826,6,7,7,7,+14.534,14.534,1,87,213,6.0,11066.652999999998,1,0,0
8026,1046,2020,16,3,race circuit,3,826,6,7,7,7,+14.534,14.534,2,87,213,6.0,11081.187,1,0,0
7953,1046,2020,16,3,race circuit,3,822,1,2,8,8,+15.389,15.389,1,87,131,4.0,11096.576,1,0,0
