customer_id,wellness_score,Financial Literacy Score,Aptitude for change Score,age_at_disbursement,debt_to_income_ratio,Actual_activities_count,Predicted_activities_count,Residual,True_Engagement_Level,Predicted_Engagement_Level,True_Repayment_Risk,Predicted_Repayment_Risk,Predicted_Repayment_Probability,Engagement_Score,Repayment_Risk_Score,CIS,CIS_Segment
1416,25.0,0.0,5.0,44.0,0.20923970099667774,8,10.96396263438945,-2.96396263438945,Medium Engagement,High Engagement,Low Risk,Low Risk,0.035954586713932805,3,1,1.9000000000000001,Segment B
1416,25.0,0.0,5.0,44.0,0.20923970099667774,8,10.96396263438945,-2.96396263438945,Medium Engagement,High Engagement,Low Risk,Low Risk,0.035954586713932805,3,1,1.9000000000000001,Segment B
1416,29.0,0.0,5.0,44.0,0.20923970099667774,19,10.846211850227533,8.153788149772467,High Engagement,High Engagement,Low Risk,Low Risk,0.035954586713932805,3,1,1.9000000000000001,Segment B
1416,32.0,0.0,5.0,44.0,0.20923970099667774,11,10.757898762106098,0.2421012378939018,High Engagement,High Engagement,Low Risk,Low Risk,0.035954586713932805,3,1,1.9000000000000001,Segment B
1416,32.0,0.0,5.0,44.0,0.20923970099667774,9,10.757898762106098,-1.7578987621060982,Medium Engagement,High Engagement,Low Risk,Low Risk,0.035954586713932805,3,1,1.9000000000000001,Segment B
14943,65.0,3.0,4.67,47.0,0.4555318181818182,4,8.772436258112771,-4.772436258112771,Low Engagement,Medium Engagement,Low Risk,Low Risk,0.3395097901495657,2,1,1.4500000000000002,Segment B
17016,19.0,1.0,4.67,37.0,0.019863894736842105,8,9.885530620102836,-1.885530620102836,Medium Engagement,Medium Engagement,Low Risk,Low Risk,0.007032710982850641,2,1,1.4500000000000002,Segment B
11182,50.0,4.0,4.0,33.0,0.0,10,7.166142263214325,2.833857736785675,Medium Engagement,Medium Engagement,Low Risk,Low Risk,0.10315283813413062,2,1,1.4500000000000002,Segment B
11182,53.0,4.0,4.0,33.0,0.0,12,7.077829175092888,4.922170824907112,High Engagement,Medium Engagement,Low Risk,Low Risk,0.10315283813413062,2,1,1.4500000000000002,Segment B
11182,57.0,4.0,4.0,33.0,0.0,11,6.960078390930972,4.039921609069028,High Engagement,Medium Engagement,Low Risk,Low Risk,0.10315283813413062,2,1,1.4500000000000002,Segment B
15734,48.0,4.0,3.5,35.0,0.38659527950310557,9,8.191299939689102,0.8087000603108976,Medium Engagement,Medium Engagement,Low Risk,Low Risk,0.12271238192790183,2,1,1.4500000000000002,Segment B
15527,36.0,3.0,3.83,42.0,0.1102910752688172,11,9.034233645348182,1.9657663546518176,High Engagement,Medium Engagement,Low Risk,Low Risk,0.033695760046006315,2,1,1.4500000000000002,Segment B
15527,43.0,3.0,3.83,42.0,0.1102910752688172,3,8.828169773064829,-5.828169773064829,Low Engagement,Medium Engagement,Low Risk,Low Risk,0.033695760046006315,2,1,1.4500000000000002,Segment B
